,1.790662211083449165e+03,9.455763985890560663e-01,9.922897815704345703e-01,7.924138335511088371e-04
0,1790.663599986187,0.9459013307286688,0.9918368458747864,0.0007930173887871207
1,1790.66498888846,0.9462262627596068,0.9935710430145264,0.0007925027166493237
2,1790.6663777907338,0.9465511947906509,0.9924142360687258,0.0007925891550257802
3,1790.6677666930068,0.9468761268215357,0.9918118119239808,0.000794055056758225
4,1790.669155595279,0.9472010588523139,0.9933265447616576,0.0007939151837490499
5,1790.6705444975514,0.9475259908829857,0.9918298125267028,0.0007942311349324882
6,1790.6719333998244,0.9478509229138704,0.992081105709076,0.0007930345018394291
7,1790.6733223020976,0.9481758549448083,0.9932869672775267,0.000794593128375709
8,1790.67471120437,0.9485007869755334,0.9928721785545347,0.0007931260042823851
9,1790.6761001066427,0.9488257190064179,0.9920933246612548,0.0007941257790662348
10,1790.677489008916,0.9491506510373027,0.9929651021957395,0.0007931756554171443
11,1790.6788779111887,0.9494755830681874,0.9923440814018248,0.0007924665696918963
12,1790.680266813462,0.949800515099072,0.9922874569892883,0.000794392602983862
13,1790.6816557152688,0.9501254470209096,0.9934104084968567,0.000796999898739159
14,1790.683044617541,0.9504503790516345,0.9918519258499144,0.0007923137163743376
15,1790.6844335198143,0.9507753110825725,0.9924508333206176,0.0007923833327367901
16,1790.6858224220875,0.9511002431135636,0.9917298555374144,0.0007936659385450184
17,1790.687211323895,0.9514251750355072,0.9919278025627136,0.0007928775739856064
18,1790.6886002261676,0.9517501070662856,0.9907352328300477,0.000792541424743831
19,1790.6899891284395,0.9520750390969575,0.9915711283683776,0.0007928471313789488
20,1790.6913780302464,0.9523999710187949,0.9910763502120973,0.0007925662212073803
21,1790.6927669325203,0.9527249030498391,0.9912448525428773,0.000792016158811748
22,1790.694155834794,0.9530498350808831,0.9915180802345277,0.0007924169185571373
23,1790.6955447366008,0.9533747670027208,0.9923114776611328,0.0007932590087875725
24,1790.696933638873,0.9536996990333927,0.9925808310508728,0.0007929744315333664
25,1790.6983225406796,0.95402463095523,0.9917011260986328,0.0007922612712718545
26,1790.6997114429528,0.9543495629861148,0.9923755526542664,0.0007944773533381522
27,1790.70110034476,0.9546744949080584,0.9910905361175536,0.0007937508053146303
28,1790.7024892465674,0.9549994268300023,0.9916808009147645,0.0007928064442239701
29,1790.7038781488404,0.9553243588608867,0.9911405444145202,0.0007926225662231445
30,1790.7052670506473,0.9556492907827244,0.9915705919265747,0.0007938688504509629
31,1790.7066559524546,0.955974222704668,0.9921715855598447,0.0007936478941701352
32,1790.7080448547276,0.9562991547355528,0.9918246865272522,0.0007928809500299394
33,1790.709433756534,0.9566240866572835,0.9919708967208862,0.0007937828195281327
34,1790.7108226583416,0.9569490185792808,0.9910768866539,0.0007919302443042396
35,1790.7122115601492,0.9572739505012776,0.9924756288528441,0.0007938427152112126
36,1790.713600462422,0.9575988825321624,0.9911100268363952,0.0007926787948235868
37,1790.7149893642295,0.9579238144541059,0.9912922382354736,0.0007922283839434385
38,1790.716378266036,0.9582487463758371,0.9920158982276915,0.0007945119286887348
39,1790.7177671678428,0.9585736782976746,0.9919827580451965,0.0007924698293209077
40,1790.71915606965,0.9588986102196184,0.9904794096946716,0.0007929047569632529
41,1790.7205449714584,0.9592235421417747,0.9908859729766845,0.0007937283953651786
42,1790.7219338732657,0.9595484740637183,0.9913902878761293,0.0007934860768727958
43,1790.723322775072,0.9598734059854496,0.9909676313400269,0.0007934086606837809
44,1790.7247116768788,0.9601983379072867,0.9924936294555664,0.0007935100002214311
45,1790.7261005786854,0.9605232698290179,0.9903895258903505,0.0007953612366691231
46,1790.7274894804927,0.9608482017509616,0.9914752840995789,0.0007929153507575392
47,1790.7288783823008,0.9611731336731184,0.9915956854820253,0.0007944463868625462
48,1790.7302672841083,0.9614980655950621,0.9909234046936035,0.0007926556281745434
49,1790.7316561854495,0.9618229974079584,0.9904469251632689,0.000792704289779067
50,1790.733045087256,0.9621479293296896,0.9900022745132446,0.0007929432322271168
51,1790.7344339890633,0.9624728612516332,0.9922468662261962,0.0007955714827403425
52,1790.7358228908706,0.9627977931735769,0.9914334416389464,0.0007928668637759982
53,1790.7372117922123,0.96312272498658,0.9903337955474851,0.0007928420673124493
54,1790.7386006940199,0.9634476569085768,0.9907997846603392,0.0007929306011646986
55,1790.7399895958265,0.9637725888303611,0.9900224804878234,0.0007949031423777341
56,1790.741378497168,0.964097520643364,0.9905335903167725,0.0007925601676106453
57,1790.7427673989755,0.9644224525653076,0.9920534491539,0.0007935299654491245
58,1790.7441563003167,0.964747384378204,0.9909477829933167,0.0007933976012282073
59,1790.745545202124,0.965072316300148,0.9915193319320679,0.0007935824687592685
60,1790.7469341039312,0.9653972482220915,0.991614043712616,0.0007948899874463676
61,1790.748323005273,0.9657221800350944,0.9905748963356018,0.0007944363751448691
62,1790.7497119070804,0.9660471119570384,0.9903241395950316,0.0007958893547765911
63,1790.7511008084216,0.9663720437699349,0.9904980659484864,0.0007916740141808986
64,1790.7524897097624,0.9666969755827248,0.990753412246704,0.000792312144767493
65,1790.7538786115692,0.9670219075045624,0.9914498329162595,0.0007929886342026293
66,1790.7552675129111,0.9673468393176716,0.9903243780136108,0.0007914661546237767
67,1790.756656414254,0.9676717711308872,0.9912658929824829,0.0007926850812509656
68,1790.7580453160608,0.9679967030527244,0.9895321130752563,0.0007918828050605952
69,1790.7594342174016,0.9683216348655149,0.9906811714172364,0.0007924292003735901
70,1790.7608231187428,0.9686465666784112,0.9895107746124269,0.0007930684951134026
71,1790.76221202055,0.9689714986003549,0.991267681121826,0.0007935681496746838
72,1790.7636009218922,0.969296430413464,0.9904759526252745,0.0007918904884718359
73,1790.764989823234,0.969621362226467,0.9892030954360962,0.0007937783957459033
74,1790.7663787245751,0.9699462940393635,0.9897351861000061,0.0007941494695842266
75,1790.7677676259163,0.9702712258522601,0.9911144375801086,0.0007924218080006541
76,1790.769156527258,0.9705961576652627,0.9908317923545836,0.0007927597034722567
77,1790.7705454285997,0.9709210894782656,0.9904831051826477,0.000793226936366409
78,1790.7719343299411,0.9712460212912685,0.9898178577423096,0.0007920502685010433
