,1.385941200792286281e+03,9.443198717757991245e-01,8.869731426239013672e-01,5.343844532035291195e-04
0,1385.942589714142,0.945035903078508,0.8808673620223998,0.0005333644221536815
1,1385.943978635532,0.9457519341410373,0.8753504157066345,0.0005319463089108467
2,1385.9453675569212,0.9464679652032147,0.8696968555450438,0.0005306588136591017
3,1385.9467564787767,0.9471839965058064,0.8627208471298218,0.000528673583175987
4,1385.9481454001668,0.9479000275684528,0.8566131591796875,0.000527275144122541
5,1385.949534321556,0.9486160586306303,0.8506743311882019,0.0005257679731585084
6,1385.950923243411,0.9493320899328702,0.8461114168167113,0.0005246040527708828
7,1385.9523121648003,0.950048120995165,0.8373304605484008,0.0005223213229328394
8,1385.9537010861895,0.9507641520573424,0.8322294354438781,0.0005210350500419736
9,1385.955090008045,0.9514801833599341,0.8261741399765015,0.0005195754929445684
10,1385.9564789294352,0.9521962144225805,0.819320797920227,0.0005180918378755449
11,1385.9578678508244,0.9529122454847581,0.8123435974121093,0.000516296597197652
12,1385.9592567722138,0.9536282765470528,0.8047174811363219,0.0005142624140717089
13,1385.9606456940692,0.9543443078496445,0.797978937625885,0.0005125373718328774
14,1385.9620346154595,0.9550603389122909,0.7912262678146361,0.000510913145262748
15,1385.9634235368487,0.9557763699744685,0.7837857604026793,0.0005089014302939177
16,1385.9648124582386,0.9564924010369976,0.7764791250228883,0.0005068515310995281
17,1385.9662013796285,0.9572084320995266,0.7686245441436766,0.0005047237500548363
18,1385.9675903014836,0.9579244634018839,0.7606841921806334,0.0005028682062402368
19,1385.9689792228735,0.9586404944644129,0.7525819540023804,0.0005005954299122095
20,1385.9703681442636,0.9593565255270594,0.7434874176979066,0.0004985845880582929
21,1385.9717570656528,0.9600725565892368,0.7359304428100587,0.0004962367820553482
22,1385.973145987042,0.9607885876514145,0.726161241531372,0.0004937362973578273
23,1385.9745349084315,0.9615046187137091,0.7183258533477783,0.000491628423333168
24,1385.9759238302863,0.9622206500159491,0.71031391620636,0.0004893923760391772
25,1385.9773127516762,0.9629366810784784,0.7021010518074036,0.0004872378485742957
26,1385.9787016730663,0.9636527121411248,0.6930838227272034,0.0004848936223424971
27,1385.9800905944555,0.9643687432033022,0.6851436495780945,0.0004827826342079789
28,1385.9814795158456,0.9650847742659485,0.6780563592910768,0.00048066550516523426
29,1385.9828684372355,0.9658008053284776,0.670292854309082,0.0004786287609022111
30,1385.9842573586247,0.9665168363907725,0.6625553369522095,0.00047649635234847665
31,1385.9856462800149,0.9672328674533016,0.6553210616111755,0.0004744527686852962
32,1385.9870352014048,0.9679488985158308,0.6474488973617554,0.0004724011523649096
33,1385.988424122794,0.9686649295780083,0.6401765942573547,0.00047048271517269313
34,1385.9898130446495,0.9693809608807171,0.633543848991394,0.00046858875430189073
35,1385.9912019660399,0.9700969919433635,0.6276018023490906,0.00046674301847815514
36,1385.992590887429,0.970813023005541,0.6205136179924011,0.0004649879992939532
37,1385.9939798088187,0.9715290540680702,0.614622950553894,0.0004630575131159276
38,1385.9953687302084,0.972245085130365,0.6077653765678406,0.00046129882684908807
39,1385.996757651597,0.9729611161921907,0.6015304923057556,0.0004594922356773168
40,1385.998146572986,0.9736771472543682,0.5955749750137329,0.0004574652411974967
41,1385.999535494376,0.9743931783168974,0.5891584753990173,0.00045583187602460384
42,1386.000924415766,0.9751092093795438,0.5824093222618103,0.0004540435620583594
43,1386.002313337155,0.9758252404417213,0.5760523676872252,0.00045212302939035
44,1386.0037022585454,0.9765412715043676,0.5693240761756897,0.0004502838128246367
45,1386.005091179935,0.9772573025668968,0.5626071691513062,0.0004481867654249072
46,1386.0064801013248,0.9779733336291917,0.5566876530647278,0.00044627525494433934
47,1386.0078690222488,0.9786893644516582,0.5490159392356873,0.000444203382357955
