,1.544426177652207798e+03,7.719435087112281879e-01,1.027184963226318359e+00,1.848757150582969189e-03
0,1544.427566554961,0.7722436509882769,1.028287887573242,0.0018474843818694355
1,1544.4289554581803,0.7725437933661026,1.028854727745056,0.0018474762327969076
2,1544.4303443609351,0.7728439356434461,1.0298211574554443,0.001849219435825944
3,1544.4317332636888,0.7731440779205931,1.0310107469558716,0.001846226048655808
4,1544.433122166442,0.7734442201976418,1.029183268547058,0.0018453217344358563
5,1544.4345110691959,0.7737443624748379,1.0291841030120847,0.0018436533864587543
6,1544.435899972416,0.7740445048528111,1.0327723026275635,0.001844538957811892
7,1544.43728887517,0.7743446471300071,1.0282933712005615,0.0018422740977257488
8,1544.4386777779232,0.7746447894070558,1.0290299654006958,0.0018420062260702248
9,1544.440066680677,0.774944931684252,1.0319881439208984,0.0018448435002937913
10,1544.4414555838966,0.7752450740620778,1.0298959016799927,0.0018404495203867557
11,1544.4428444866503,0.7755452163392738,1.0301448106765747,0.0018404226284474132
12,1544.4442333894044,0.77584535861647,1.0304375886917114,0.001840189564973116
13,1544.445622292158,0.776145500893617,1.0289338827133179,0.0018377195810899136
14,1544.447011194912,0.7764456431708131,1.03117036819458,0.001843476318754256
15,1544.4484000981308,0.7767457855484915,1.0300735235214231,0.0018382525304332371
16,1544.4497890008847,0.7770459278256874,1.0304518938064575,0.0018383146962150927
17,1544.4511779036393,0.777346070103031,1.0307933092117307,0.0018373645143583417
18,1544.4525668063932,0.7776462123802272,1.0317602157592771,0.0018375369254499676
19,1544.4539557091464,0.7779463546572758,1.0330510139465332,0.001837520627304912
20,1544.455344612366,0.7782464970351016,1.0294039249420166,0.0018343658884987235
21,1544.4567335151198,0.7785466393122977,1.0297647714614868,0.001832841895520687
22,1544.4581224178737,0.7788467815894939,1.031261920928955,0.0018347500590607524
23,1544.4595113206276,0.7791469238666899,1.0290729999542236,0.0018322957912459967
24,1544.4609002238471,0.7794470662445157,1.030116319656372,0.0018297086935490368
25,1544.4622891266008,0.7797472085216627,1.0292927026748655,0.0018307688878849149
26,1544.463678029354,0.7800473507987113,1.0285234451293943,0.0018308118451386688
27,1544.465066932108,0.7803474930759076,1.028835654258728,0.0018297597998753192
28,1544.4664558348625,0.780647635353251,1.024391531944275,0.0018274380126968024
29,1544.4678447376164,0.7809477776304473,1.0284560918807983,0.001827722182497382
30,1544.4692336408352,0.7812479200081255,1.0243403911590576,0.0018258569762110712
31,1544.4706225435891,0.7815480622853218,1.0263377428054807,0.0018262204248458147
