# TIC 0101546875_morp_ 0.299_T0_ 1872.416621_P_ 4.6840246.csv, none
# name, value
id,TIC 0101546875_morp_ 0.299_T0_ 1872.416621_P_ 4.6840246.csv,target identifier
stage,  9,furthest stage the analysis reached
t_tot,27.34256028244272,total time base of observations in days
t_mean,2451884.0152308317,time series mean time reference point
period,4.679294121921434,orbital period in days
p_err,0.009002046597181412,error in the orbital period
p_err_l,-1.0,lower HDI error estimate in period
p_err_u,-1.0,upper HDI error estimate in period
n_param_prew,36.0,number of free parameters after the prewhitening phase
bic_prew,-200157.9006314962,BIC after the prewhitening phase
noise_level_prew,0.0007495982593323311,noise level after the prewhitening phase
t_1,2.4721390668678676,time of primary minimum with respect to the mean time
t_2,4.556607586652241,time of secondary minimum with respect to the mean time
t_1_1,2.2583886976281273,time of primary first contact with respect to the mean time
t_1_2,2.673264687941916,time of primary last contact with respect to the mean time
t_2_1,4.363642662687521,time of secondary first contact with respect to the mean time
t_2_2,4.794540572096688,time of secondary last contact with respect to the mean time
t_b_1_1,2.4721390668678676,start of (flat) eclipse bottom left of primary minimum
t_b_1_2,2.4721390668678676,end of (flat) eclipse bottom right of primary minimum
t_b_2_1,4.556607586652241,start of (flat) eclipse bottom left of secondary minimum
t_b_2_2,4.556607586652241,end of (flat) eclipse bottom right of secondary minimum
depth_1,0.0008191481225931451,depth of primary minimum
depth_2,0.0007938740916232907,depth of secondary minimum
t_1_err,0.034299096188524045,error in time of primary minimum (t_1)
t_2_err,0.04236653052080901,error in time of secondary minimum (t_2)
t_1_1_err,0.04857984636447079,error in time of primary first contact (t_1_1)
t_1_2_err,0.04843253580603552,error in time of primary last contact (t_1_2)
t_2_1_err,0.05859660611767067,error in time of secondary first contact (t_2_1)
t_2_2_err,0.06120563197102966,error in time of secondary last contact (t_2_2)
t_b_1_1_err,0.04857984636447079,error in start of (flat) eclipse bottom left of primary minimum
t_b_1_2_err,0.04843253580603552,error in end of (flat) eclipse bottom right of primary minimum
t_b_2_1_err,0.05859660611767067,error in start of (flat) eclipse bottom left of secondary minimum
t_b_2_2_err,0.06120563197102966,error in end of (flat) eclipse bottom right of secondary minimum
d_1_err,0.00037895633901243326,error in depth of primary minimum
d_2_err,0.0003702981279793839,error in depth of secondary minimum
t_1_ind_err,0.047391011792937816,individual error in time of primary minimum (t_1)
t_2_ind_err,0.05853777418803522,individual error in time of secondary minimum (t_2)
t_1_1_ind_err,0.06712270373841628,individual error in time of primary first contact (t_1_1)
t_1_2_ind_err,0.06691916495203958,individual error in time of primary last contact (t_1_2)
t_2_1_ind_err,0.08096284625942385,individual error in time of secondary first contact (t_2_1)
t_2_2_ind_err,0.08456773352248781,individual error in time of secondary last contact (t_2_2)
t_b_1_1_ind_err,0.06557496549381878,individual error in start of (flat) eclipse bottom left of primary minimum
t_b_1_2_ind_err,0.06557496549381878,individual error in end of (flat) eclipse bottom right of primary minimum
t_b_2_1_ind_err,0.08057095498378128,individual error in start of (flat) eclipse bottom left of secondary minimum
t_b_2_2_ind_err,0.08057095498378128,individual error in end of (flat) eclipse bottom right of secondary minimum
d_1_ind_err,0.0009282496653736199,individual error in depth of primary minimum
d_2_ind_err,0.0009070414662573134,individual error in depth of secondary minimum
ecosw_form,-0.08575056058360332,e*cos(w) from timing formulae
esinw_form,0.01920042063112482,e*sin(w) from timing formulae
cosi_form,0.34999999732912634,cosine of inclination from timing formulae
phi_0_form,0.28713132425578325,phi_0 angle (Kopal 1959) from timing formulae
log_rr_form,-1.4763924945909863,logarithm of the radius ratio r2/r1 from timing formulae
log_sb_form,6.268430138453817e-12,logarithm of the surface brightness ratio sb2/sb1 from timing formulae
e_form,0.0878738572774312,eccentricity from timing formulae
w_form,2.9213157907557146,argument of periastron (radians) from timing formulae
i_form,1.2132252260006,inclination (radians) from timing formulae
r_sum_form,0.4357881297775509,sum of radii divided by the semi-major axis of the relative orbit from timing formulae
r_rat_form,0.03338931469641778,radius ratio r2/r1 from timing formulae
sb_rat_form,1.0000000000144336,surface brightness ratio sb2/sb1 from timing formulae
ecosw_sig,0.018345063731221706,formal uncorrelated error in ecosw
esinw_sig,0.16045567195674815,formal uncorrelated error in esinw
cosi_sig,0.034992854604336196,error estimate for cosi used for formal errors
phi_0_sig,0.03660116124655067,formal uncorrelated error in phi_0
log_rr_sig,4.394607750241531,scaled error formal estimate for log_rr
log_sb_sig,0.024866384442864917,scaled formal error estimate for log_sb
e_sig,0.03936553061346051,formal uncorrelated error in e
w_sig,1.7824400105985176,formal uncorrelated error in w
i_sig,0.035,error estimate for i used for formal errors
r_sum_sig,0.03440551704236675,formal uncorrelated error in r_sum
r_rat_sig,0.099386133211671,scaled error formal estimate for r_rat
sb_rat_sig,3966923758.259738,scaled error formal estimate for sb_rat
ecosw_low,0.018345063731221706,lower error estimate in ecosw
ecosw_upp,0.02016511810708832,upper error estimate in ecosw
esinw_low,0.16045567195674815,lower error estimate in esinw
esinw_upp,0.17033094907807766,upper error estimate in esinw
cosi_low,0.034992854604336196,lower error estimate in cosi
cosi_upp,0.034992854604336196,upper error estimate in cosi
phi_0_low,0.03660116124655067,lower error estimate in phi_0
phi_0_upp,0.04496345723491424,upper error estimate in phi_0
log_rr_low,4.394607750241531,lower error estimate in log_rr
log_rr_upp,4.394607750241531,upper error estimate in log_rr
log_sb_low,0.024866384442864917,lower error estimate in log_sb
log_sb_upp,0.024866384442864917,upper error estimate in log_sb
e_low,0.03936553061346051,lower error estimate in e
e_upp,0.08704528919472117,upper error estimate in e
w_low,1.7824400105985176,lower error estimate in w
w_upp,1.8921853960046446,upper error estimate in w
