# TIC 0101546875_morp_ 0.299_T0_ 1872.416621_P_ 4.6840246.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
236724,236723,245911,253664,264157,264157,264157,264157,264157,264157,264157,273902,281370,289926,289926
463721,463721,468822,476745,486890,486890,486890,486890,486890,486890,486890,496906,504079,520550,520550
