# KIC10798605_morp_0.01_T0_54992.166592_P_56.0481655_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
376251,376250,376570,376910,377388,377388,377388,377388,377388,377388,377388,377869,378199,378518,378517
799793,799792,800067,800362,800749,800749,800749,800749,800749,800749,800749,801135,801430,801709,801708
