0.000000	0.6409
0.008081	0.6483
0.016162	0.6698
0.024242	0.7017
0.032323	0.7403
0.040404	0.7822
0.048485	0.8251
0.056566	0.8669
0.064646	0.9065
0.072727	0.9427
0.080808	0.9750
0.088889	1.0036
0.096970	1.0296
0.105051	1.0531
0.113131	1.0750
0.121212	1.0957
0.129293	1.1155
0.137374	1.1340
0.145455	1.1508
0.153535	1.1659
0.161616	1.1788
0.169697	1.1896
0.177778	1.1980
0.185859	1.2040
0.193939	1.2074
0.202020	1.2081
0.210101	1.2063
0.218182	1.2020
0.226263	1.1951
0.234343	1.1861
0.242424	1.1749
0.250505	1.1616
0.258586	1.1466
0.266667	1.1304
0.274747	1.1128
0.282828	1.0943
0.290909	1.0753
0.298990	1.0554
0.307071	1.0341
0.315152	1.0110
0.323232	0.9857
0.331313	0.9577
0.339394	0.9271
0.347475	0.8947
0.355556	0.8610
0.363636	0.8276
0.371717	0.7963
0.379798	0.7690
0.387879	0.7486
0.395960	0.7375
0.404040	0.7375
0.412121	0.7485
0.420202	0.7690
0.428283	0.7963
0.436364	0.8276
0.444444	0.8610
0.452525	0.8946
0.460606	0.9271
0.468687	0.9576
0.476768	0.9856
0.484848	1.0111
0.492929	1.0342
0.501010	1.0553
0.509091	1.0753
0.517172	1.0944
0.525253	1.1127
0.533333	1.1303
0.541414	1.1467
0.549495	1.1616
0.557576	1.1748
0.565657	1.1861
0.573737	1.1952
0.581818	1.2020
0.589899	1.2063
0.597980	1.2081
0.606061	1.2073
0.614141	1.2039
0.622222	1.1981
0.630303	1.1896
0.638384	1.1789
0.646465	1.1659
0.654545	1.1508
0.662626	1.1340
0.670707	1.1155
0.678788	1.0959
0.686869	1.0751
0.694949	1.0532
0.703030	1.0296
0.711111	1.0038
0.719192	0.9751
0.727273	0.9426
0.735354	0.9065
0.743434	0.8670
0.751515	0.8251
0.759596	0.7822
0.767677	0.7403
0.775758	0.7017
0.783838	0.6698
0.791919	0.6484
0.800000	0.6409
