# KIC11100657_morp_0.06_T0_54994.579248_P_8.3441012_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
608256,608255,609011,610164,611603,611603,611603,611603,611603,611603,611603,613040,614190,614935,614934
862917,862917,863992,865083,866440,866440,866440,866440,866440,866440,866440,867798,868855,869457,869457
