# TIC 0219707463_morp_ 0.181_T0_ 1684.214000_P_ 4.5070860_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
6178,6178,6219,6798,7380,7420,7420,9725,12031,12030,12050,14991,15575,15638,15637
480020,480020,480099,480694,483704,483750,483749,486118,488488,488487,488520,491533,492128,492208,492207
