# KIC04247023_morp_0.03_T0_55014.593156_P_47.1906146.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
668398,668398,669035,669676,670510,670510,670510,670510,670510,670510,670510,671349,671995,672563,672563
812014,812013,813000,813879,815108,815108,815108,815108,815108,815108,815108,816328,817194,818528,819585
