# KIC09954225_morp_0.56_T0_54965.049719_P_1.3406515.csv_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
210383,287025,309905,329089,343431,343431,343431,343431,343431,343431,343431,357809,377617,390923,455899
455900,549107,560695,577475,594184,594184,594184,594184,594184,594184,594184,610615,627551,637151,637150
