0.000000	0.0460
0.101010	0.2527
0.202020	0.5392
0.303030	0.7984
0.404040	0.9898
0.505051	1.0425
0.606061	1.0401
0.707071	1.0486
0.808081	1.0466
0.909091	1.0434
1.010101	1.0471
1.111111	1.0465
1.212121	1.0405
1.313131	1.0445
1.414141	1.0445
1.515152	1.0512
1.616162	1.0517
1.717172	1.0474
1.818182	1.0490
1.919192	1.0527
2.020202	1.0448
2.121212	1.0549
2.222222	1.0542
2.323232	1.0493
2.424242	1.0510
2.525253	1.0437
2.626263	1.0542
2.727273	1.0613
2.828283	1.0593
2.929293	1.0572
3.030303	1.0535
3.131313	1.0570
3.232323	1.0527
3.333333	1.0655
3.434343	1.0617
3.535354	1.0603
3.636364	1.0611
3.737374	1.0626
3.838384	1.0660
3.939394	1.0641
4.040404	1.0636
4.141414	1.0657
4.242424	1.0661
4.343434	1.0663
4.444444	1.0600
4.545455	1.0660
4.646465	1.0555
4.747475	1.0454
4.848485	1.0264
4.949495	1.0098
5.050505	1.0072
5.151515	1.0279
5.252525	1.0462
5.353535	1.0629
5.454545	1.0724
5.555556	1.0667
5.656566	1.0612
5.757576	1.0718
5.858586	1.0619
5.959596	1.0608
6.060606	1.0604
6.161616	1.0598
6.262626	1.0589
6.363636	1.0603
6.464646	1.0601
6.565657	1.0617
6.666667	1.0634
6.767677	1.0557
6.868687	1.0576
6.969697	1.0574
7.070707	1.0553
7.171717	1.0557
7.272727	1.0562
7.373737	1.0560
7.474747	1.0497
7.575758	1.0557
7.676768	1.0518
7.777778	1.0487
7.878788	1.0529
7.979798	1.0496
8.080808	1.0533
8.181818	1.0511
8.282828	1.0505
8.383838	1.0497
8.484848	1.0429
8.585859	1.0435
8.686869	1.0429
8.787879	1.0480
8.888889	1.0527
8.989899	1.0461
9.090909	1.0472
9.191919	1.0446
9.292929	1.0433
9.393939	1.0465
9.494949	1.0456
9.595960	0.9883
9.696970	0.8056
9.797980	0.5509
9.898990	0.2578
10.000000	0.0415
