# KIC09777090_morp_0.18_T0_55000.366852_P_5.508136_analysis_6, none, Eclipse indices (see function measure_eclipses_dt).
# zeros_1, minimum_1, peaks_2_n, peaks_1, p_2_p, minimum_1_in, zeros_1_in, minimum_1_in_mid, zeros_1_in, minimum_1_in, p_2_p, peaks_1, peaks_2_n, minimum_1, zeros_1
384442,384442,387365,390192,393463,393463,393463,393463,393463,393463,393463,396964,399788,402083,402083
637048,637047,639800,642373,645659,645659,645659,645659,645659,645659,645659,648973,651595,654380,654380
